;show_date;Artist;Title;Album;Year
794;Oct 23. 2022;The Pains of Being Pure at Heart;Girl of 1. 000 Dreams;Belong;2011
795;Oct 23. 2022;The Libertines;Campaign Of Hate;Campaign Of Hate;2004
796;Oct 23. 2022;Parquet Courts;Uncast Shadow of a Southern Myth;Uncast Shadow of a Southern Myth;2014
797;Oct 23. 2022;Black Lips;I'll Be With You;I'll Be With You;2009
798;Oct 23. 2022;Dinosaur Jr.;Start Choppin [2019 Remaster];Where You Been [Expanded & Remastered Edition];2019
799;Oct 23. 2022;Clap Your Hands Say Yeah;The Skin Of My Yellow Country Teeth;Clap Your Hands Say Yeah;2005
800;Oct 23. 2022;Wavves;Nine Is God;The Music of Grand Theft Auto V. Vol. 1: Original Music;2013
801;Oct 23. 2022;Courtney Barnett;Elevator Operator;Sometimes I Sit and Think. and Sometimes I Just Sit;2015
802;Oct 23. 2022;Bass Drum of Death;Shattered Me;Bass Drum of Death;2013
803;Oct 23. 2022;Black Rebel Motorcycle Club;Not What You Wanted;Baby 81;2007
804;Oct 23. 2022;Compulsive Gamblers;My Love Is a Monster;Bluff City;2012
805;Oct 23. 2022;The Black Keys;Elevator;Elevator;2006
806;Oct 23. 2022;The Walkmen;Angela Surf City;Lisbon;2010
807;Oct 23. 2022;Deerhunter;Snakeskin;Snakeskin;2015
808;Oct 23. 2022;Day Wave;We Try but We Don't Fit In;We Try but We Don't Fit In;2015
809;Oct 23. 2022;Dr. Dog;Broken Heart;B-Room;2013
810;Oct 23. 2022;The Brian Jonestown Massacre;Caress;Take It From The Man;2008
811;Oct 23. 2022;Portugal. The Man;All Your Light (Times Like These);In the Mountain in the Cloud;2011
812;Oct 23. 2022;Waxahatchee;The Dirt;Ivy Tripp;2015
813;Oct 23. 2022;R.E.M.;Supernatural Superserious;Accelerate (Standard Version);2008
814;Oct 23. 2022;The Dead Weather;The Difference Between Us;The Difference Between Us;2010
815;Oct 23. 2022;Matt and Kim;I'll Take Us Home;I'll Take Us Home;2009
816;Oct 23. 2022;My Morning Jacket;Aluminum Park;Evil Urges;2008
817;Oct 23. 2022;Neutral Milk Hotel;Song Against Sex;On Avery Island;1996
818;Oct 23. 2022;Deer Tick;Spend The Night;Spend The Night;2007
819;Oct 23. 2022;Astralasia;Realise Your Purpose;Astralogy;2014
820;Oct 20. 2022;Los Lobos;I Walk Alone;Los Lobos: Live At The Fillmore;2018
821;Oct 20. 2022;Black Lips;Boys In The Wood;Boys in the Wood;2014
822;Oct 20. 2022;Nirvana;Where Did You Sleep Last Night;MTV Unplugged In New York;1994
823;Oct 20. 2022;The Shins;Phantom Limb;Phantom Limb;2007
824;Oct 20. 2022;Radiohead;Fake Plastic Trees;The Best Of;2008
825;Oct 20. 2022;Courtney Barnett;Out of the Woodwork;The Double EP: A Sea of Split Peas;2013
826;Oct 20. 2022;Frightened Rabbit;The Woodpile;The Woodpile;2013
827;Oct 20. 2022;Waxahatchee;Lips and Limbs;Cerulean Salt;2013
828;Oct 20. 2022;Superchunk;Trees of Barcelona;I Hate Music;2013
829;Oct 20. 2022;Shannon and The Clams;The Warlock in the Woods;I Wanna Go Home;2009
830;Oct 20. 2022;My Morning Jacket;Into The Woods;Z;2008
831;Oct 20. 2022;Cotton Jones;Up A Tree (Went This Heart I Have);Paranoid Cocoon;2009
832;Oct 20. 2022;Fleet Foxes;Ragged Wood;Ragged Wood;2008
833;Oct 20. 2022;The White Stripes;Dead Leaves And The Dirty Ground;White Blood Cells;2001
834;Oct 20. 2022;Wooden Shjips;Loose Lips (Single);Loose Lips b/w Start to Dreaming;2007
835;Oct 20. 2022;Pavement;Shady Lane/J Vs. S;Shady Lane/J Vs. S;2010
836;Oct 20. 2022;Sebadoh;Oak Street Raga;The Freed Man;2007
837;Oct 20. 2022;Woods;Moving to the Left;With Light and with Love;2014
838;Oct 20. 2022;Black Lips;Family Tree;Family Tree;2011
839;Oct 20. 2022;Strand of Oaks;Goshen '97;Goshen '97;2014
840;Oct 20. 2022;Wolf Parade;Forest Green;Forest Green;2019
841;Oct 20. 2022;Eef Barzelay;Make Another Tree;Lose Big;2009
842;Oct 16. 2022;My Morning Jacket;First Light;Circuital;2011
843;Oct 16. 2022;Crocodiles;Flash Of Light;Summer Of Hate;2009
844;Oct 16. 2022;Hanni El Khatib;All Black;Moonlight;2015
845;Oct 16. 2022;Thee Oh Sees;Turned out Light;Mutilator Defeated at Last;2015
846;Oct 16. 2022;Hinds;To The Morning Light;I Don't Run;2018
847;Oct 16. 2022;Night Beats;Playing Dead;Sonic Bloom;2013
848;Oct 16. 2022;Dr. Dog;Distant Light;B-Room;2013
849;Oct 16. 2022;The Black Keys;Black Door;Magic Potion;2006
850;Oct 16. 2022;The Apples in Stereo;Shine A Light;#1 Hits Explosion;2009
851;Oct 16. 2022;Broken Bells;The Changing Lights;After the Disco;2014
852;Oct 16. 2022;The Raconteurs;Shine The Light On Me;Help Us Stranger;2019
853;Oct 16. 2022;Yo La Tengo;Black Hole;Little Honda;1998
854;Oct 16. 2022;Portugal. The Man;All Your Light (Times Like These);In the Mountain in the Cloud;2011
855;Oct 16. 2022;Built To Spill;Bad Light;Bad Light;1999
856;Oct 16. 2022;Arcade Fire;The Well and the Lighthouse;Neon Bible;2017
857;Oct 16. 2022;Temples;Shelter Song;Sun Structures;2014
858;Oct 16. 2022;Dinosaur Jr.;Lightning Bulb;Beyond;2007
859;Oct 16. 2022;Pickwick;Light It Up (Let It Burn);LoveJoys;2017
860;Oct 16. 2022;Rolling Blackouts Coastal Fever;French Press;French Press;2017
861;Oct 16. 2022;Black Rebel Motorcycle Club;Killing The Light;Baby 81;2007
862;Oct 16. 2022;Conor Oberst;Big Black Nothing;Outer South;2012
863;Oct 16. 2022;Hanni El Khatib;Black Constellation;Savage Times;2017
864;Oct 16. 2022;Yeah Yeah Yeahs;Cold Light;Fever To Tell;2017
865;Oct 16. 2022;Best Coast;Different Light;Different Light;2020
866;Oct 16. 2022;Futurebirds;The Light;Baba Yaga;2016
867;Oct 13. 2022;Dehd;Window;Blue Skies;2022
868;Oct 13. 2022;The Replacements;Bastards of Young (2008 Remaster);Bastards of Young (2008 Remaster);2010
869;Oct 13. 2022;Sharon Van Etten;Mistakes;We've Been Going About This All Wrong;2022
870;Oct 13. 2022;Billy Bragg;All You Fascists;All You Fascists;2012
871;Oct 13. 2022;R.E.M.;So. Central Rain;And I Feel Fine.....The Best Of The IRS Years 82-87;2006
872;Oct 13. 2022;Nirvana;Molly's Lips;Incesticide;1992
873;Oct 13. 2022;Joy Division;Love Will Tear Us Apart;13 Reasons Why (A Netflix Original Series Soundtrack);2008
874;Oct 13. 2022;Pavement;Two States;Two States;1992
875;Oct 13. 2022;Beulah;Emma Blowgun's Last Stand;When Your Heartstrings Break;2003
876;Oct 13. 2022;Vampire Weekend;M79;M79;2008
877;Oct 13. 2022;NE-HI;Palm of Hand;Offers;2017
878;Oct 13. 2022;Jagwar Ma;Come Save Me;Howlin;2013
879;Oct 13. 2022;James;Laid;Essential Festival: James;2008
880;Oct 13. 2022;The White Stripes;Ball And Biscuit;Elephant;2003
881;Oct 13. 2022;White Reaper;Cool;Cool;2014
882;Oct 13. 2022;Wolf Parade;Yulia;Yulia;2010
883;Oct 13. 2022;Wooden Shjips;Loose Lips (Single);Loose Lips b/w Start to Dreaming;2007
884;Oct 13. 2022;Yeah Yeah Yeahs;Heads Will Roll;iTunes Originals;2009
885;Oct 13. 2022;Thigh Master;6 Ft Barrier;Now for Example;2019
886;Oct 13. 2022;Teenage Fanclub;The Concept;"Four Thousand. Seven Hundred and Seventy seconds; A Shortcut to Teenage Fanclub";2012
887;Oct 13. 2022;Sylvan Esso;Ferris Wheel;Frequency;2020
888;Oct 13. 2022;Tacocat;Dana Katherine Scully;Lost Time;2016
889;Oct 13. 2022;Swearin';Dust In The Gold Sack;Surfing Strange;2013
890;Oct 13. 2022;Superchunk;This Summer;"""This Summer"" B/W ""Cruel Summer""";2012
891;Oct 13. 2022;Summer Twins;Demons;Demons - Single;2015
892;Oct 13. 2022;Stef Chura;All I Do is Lie;Midnight;2019
893;Oct 13. 2022;Portugal. The Man;Modern Jesus;Evil Friends;2013
894;Oct 13. 2022;My Morning Jacket;Victory Dance;Circuital;2011
895;Oct 13. 2022;Courtney Barnett;History Eraser;The Double EP: A Sea of Split Peas;2013
896;Oct 13. 2022;Parquet Courts;Insufferable;Insufferable;2014
897;Oct 9. 2022 ;Parquet Courts;Black and White;Black and White;2014
898;Oct 9. 2022 ;Courtney Barnett;Pedestrian at Best;Pedestrian at Best;2015
899;Oct 9. 2022 ;Vampire Weekend;Sunflower;This Life / Unbearably White;2500
900;Oct 9. 2022 ;Black Lips;Drugs;Drugs;2009
901;Oct 9. 2022 ;Tacocat;You Can't Fire Me. I Quit;Lost Time;2016
902;Oct 9. 2022 ;Tame Impala;Be Above It;Lonerism;2012
903;Oct 9. 2022 ;Television;See No Evil;See No Evil;2017
904;Oct 9. 2022 ;The Exploding Hearts;I'm a Pretender;Guitar Romantic;2003
905;Oct 9. 2022 ;Pixies;Here Comes Your Man;Death To The Pixies;1997
906;Oct 9. 2022 ;Lucy Dacus;Night Shift;Night Shift;2017
907;Oct 9. 2022 ;Liz Phair;"6'1""";"6'1""";2016
908;Oct 9. 2022 ;Pavement;Billie;Billie;1999
909;Oct 9. 2022 ;Radiohead;Airbag;Airbag;1997
910;Oct 9. 2022 ;Foxygen;Freedom II;…And Star Power;2014
911;Oct 9. 2022 ;Silversun Pickups;Growing Old Is Getting Old;Swoon;2009
912;Oct 9. 2022 ;Weezer;Island In The Sun;Maladroit;2002
913;Oct 9. 2022 ;Car Seat Headrest;Oh! Starving;Oh! Starving;2015
914;Oct 9. 2022 ;The Kills;Blue Moon;Little Bastards;2020
915;Oct 9. 2022 ;Ty Segall;Shoot You in the Head;Singles 2007-2010;2011
916;Oct 9. 2022 ;Guided By Voices;Atom Eyes;Atom Eyes;1996
917;Oct 9. 2022 ;Rilo Kiley;All the Drugs;rkives;2013
918;Oct 9. 2022 ;Built to Spill;The First Song;Ultimate Alternative Wavers;1993
919;Oct 9. 2022 ;Deer Tick;Mr. Cigarette;Mr. Cigarette;2011
920;Oct 9. 2022 ;Sleeper Agent;Get it Daddy;Celabrasion;2012
921;Oct 9. 2022 ;Delta Spirit;Ode To Sunshine;Ode To Sunshine;2019
922;Oct 9. 2022 ;Dinosaur Jr.;What Else Is New [2019 Remaster];Where You Been [Expanded & Remastered Edition];2019
923;Oct 9. 2022 ;Cold War Kids;Passing The Hat;Robbers & Cowards;2016
924;Oct 9. 2022 ;Matthew Sweet;Sick of Myself;Platinum & Gold Collection;1995
925;Oct 9. 2022 ;Elf Power;Transparent Lines;Sunlight on the Moon;2013
926;Oct 9. 2022 ;Astralasia;Realise Your Purpose;Astralogy;2014
927;Oct 6. 2022 ;Parquet Courts;Black and White;Black and White;2014
928;Oct 6. 2022 ;Courtney Barnett;Pedestrian at Best;Pedestrian at Best;2015
929;Oct 6. 2022 ;Vampire Weekend;Sunflower;This Life / Unbearably White;2500
930;Oct 6. 2022 ;Black Lips;Drugs;Drugs;2009
931;Oct 6. 2022 ;Tacocat;You Can't Fire Me. I Quit;Lost Time;2016
932;Oct 6. 2022 ;Tame Impala;Be Above It;Lonerism;2012
933;Oct 6. 2022 ;Television;See No Evil;See No Evil;2017
934;Oct 6. 2022 ;The Exploding Hearts;I'm a Pretender;Guitar Romantic;2003
935;Oct 6. 2022 ;Pixies;Here Comes Your Man;Death To The Pixies;1997
936;Oct 6. 2022 ;Lucy Dacus;Night Shift;Night Shift;2017
937;Oct 6. 2022 ;Ultimate Sound Effects Library;Car Sound Effects;Sound Effects Library for Internet Videos. Vol. 1;2015
938;Oct 6. 2022 ;Yo La Tengo;Autumn Sweater;Autumn Sweater;1997
939;Oct 6. 2022 ;Yo La Tengo;Autumn Sweater;Prisoners of Love - A Smattering of Scintillating Senescent Songs 1985-2003;2005
940;Oct 6. 2022 ;Liz Phair;"6'1""";Exile In Guyville (Explicit) (Explicit Version);2008
941;Oct 6. 2022 ;Pavement;Billie;Billie;1999
942;Oct 6. 2022 ;Radiohead;Airbag;Airbag;1997
943;Oct 6. 2022 ;Foxygen;Freedom II;…And Star Power;2014
944;Oct 6. 2022 ;Silversun Pickups;Growing Old Is Getting Old;Swoon;2009
945;Oct 6. 2022 ;Weezer;Island In The Sun;Maladroit;2002
946;Oct 6. 2022 ;Car Seat Headrest;Oh! Starving;Oh! Starving;2015
947;Oct 6. 2022 ;The Kills;Blue Moon;Little Bastards;2020
948;Oct 6. 2022 ;Ty Segall;Shoot You in the Head;Singles 2007-2010;2011
949;Oct 6. 2022 ;Guided By Voices;Atom Eyes;Atom Eyes;1996
950;Oct 6. 2022 ;Crocodiles;Electric Death Song;Endless Flowers;2012
951;Oct 6. 2022 ;Rilo Kiley;All the Drugs;rkives;2013
952;Oct 6. 2022 ;Built to Spill;The First Song;Ultimate Alternative Wavers;1993
953;Oct 6. 2022 ;Deer Tick;Mr. Cigarette;Mr. Cigarette;2011
954;Oct 6. 2022 ;Sleeper Agent;Get it Daddy;Celabrasion;2012
955;Oct 6. 2022 ;Delta Spirit;Ode To Sunshine;Ode To Sunshine;2019
956;Oct 6. 2022 ;Dinosaur Jr.;What Else Is New [2019 Remaster];Where You Been [Expanded & Remastered Edition];2019
957;Oct 6. 2022 ;Matthew Sweet;Sick of Myself;Platinum & Gold Collection;1995
958;Oct 6. 2022 ;Elf Power;Transparent Lines;Sunlight on the Moon;2013
959;Oct 2. 2022 ;Parquet Courts;Walking at a Downtown Pace;Walking at a Downtown Pace;2021
960;Oct 2. 2022 ;The Kills;Nail In My Coffin;Blood Pressures;2011
961;Oct 2. 2022 ;Black Lips;Smiling;Underneath the Rainbow (Bonus Track Version);2014
962;Oct 2. 2022 ;Big Thief;Shark Smile;Capacity;2017
963;Oct 2. 2022 ;Phitted;Feel It All Around;Free Thinkin';2013
964;Oct 2. 2022 ;illuminati hotties;MMMOOOAAAAAYAYA;MMMOOOAAAAAYAYA;2021
965;Oct 2. 2022 ;Meat Puppets;Up On The Sun;Up On The Sun;2014
966;Oct 2. 2022 ;The Linda Lindas;Oh!;Oh!;2021
967;Oct 2. 2022 ;The National;England;England;2010
968;Oct 2. 2022 ;Car Seat Headrest;No Passion;No Passion;2015
969;Oct 2. 2022 ;Girl in a Coma;Sybil Vane Was Ill;Both Before I'm Gone;2010
970;Oct 2. 2022 ;James and The Ultrasounds;Raise My Kids;Bad To Be Here;2015
971;Oct 2. 2022 ;Leopold and his Fiction;I'm Caving In;It's How I Feel;2020
972;Oct 2. 2022 ;The Libertines;Campaign Of Hate;Campaign Of Hate;2004
973;Oct 2. 2022 ;Neutral Milk Hotel;The King Of Carrot Flowers Pt. One;In The Aeroplane Over The Sea;2005
974;Oct 2. 2022 ;The Shins;Turn A square;Chutes Too Narrow;2003
975;Oct 2. 2022 ;Mitski;Working for the Knife;Working for the Knife;2021
976;Oct 2. 2022 ;Pavement;Serpentine Pad;Serpentine Pad;1995
977;Oct 2. 2022 ;Wand;Reaper Invert;Golem;2015
978;Oct 2. 2022 ;Hop Along;Sister Cities;Painted Shut;2015
979;Oct 2. 2022 ;Delta Spirit;Language Of The Dead;Into The Wide;2014
980;Oct 2. 2022 ;Grizzly Bear;Sleeping Ute;Sleeping Ute;2012
981;Oct 2. 2022 ;Violent Femmes;Look Like That;Why Do Birds Sing?;2011
982;Oct 2. 2022 ;Wet Leg;Wet Dream;Wet Dream;2021
983;Oct 2. 2022 ;Dinosaur Jr.;What Else Is New [2019 Remaster];Where You Been [Expanded & Remastered Edition];2019
984;Oct 2. 2022 ;Foals;Mountain At My Gates;Mountain At My Gates;2015
985;Oct 2. 2022 ;Animal Collective;My Girls;Merriweather Post Pavilion;2009
986;Oct 2. 2022 ;Guided By Voices;Smothered In Hugs;Bee Thousand;2005
987;Oct 2. 2022 ;Weezer;My Name Is Jonas;Blue/Green/Red;2014
988;Oct 2. 2022 ;Hinds;San Diego;San Diego;2015
989;Oct 2. 2022 ;Black Rebel Motorcycle Club;Not What You Wanted;Baby 81;2007
990;Oct 2. 2022 ;Astralasia;Realise Your Purpose;Astralogy;2014
991;Oct 2. 2022 ;The White Stripes;Hotel Yorba;Hotel Yorba;2001
992;Sep 29. 2022;Parquet Courts;Walking at a Downtown Pace;Walking at a Downtown Pace;2021
993;Sep 29. 2022;The Kills;Nail In My Coffin;Blood Pressures;2011
994;Sep 29. 2022;Black Lips;Smiling;Underneath the Rainbow (Bonus Track Version);2014
995;Sep 29. 2022;Big Thief;Shark Smile;Capacity;2017
996;Sep 29. 2022;Phitted;Feel It All Around;Free Thinkin';2013
997;Sep 29. 2022;Ultimate Sound Effects Library;Car Sound Effects;Sound Effects Library for Internet Videos. Vol. 1;2015
998;Sep 29. 2022;illuminati hotties;MMMOOOAAAAAYAYA;MMMOOOAAAAAYAYA;2021
999;Sep 29. 2022;Meat Puppets;Up On The Sun;Up On The Sun;2014
1000;Sep 29. 2022;The Linda Lindas;Oh!;Oh!;2021
1001;Sep 29. 2022;The National;England;England;2010
1002;Sep 29. 2022;Car Seat Headrest;No Passion;No Passion;2015
1003;Sep 29. 2022;Girl in a Coma;Sybil Vane Was Ill;Both Before I'm Gone;2010
1004;Sep 29. 2022;James and The Ultrasounds;Raise My Kids;Bad To Be Here;2015
1005;Sep 29. 2022;Leopold and his Fiction;I'm Caving In;It's How I Feel;2020
1006;Sep 29. 2022;The Libertines;Campaign Of Hate;Campaign Of Hate;2004
1007;Sep 29. 2022;Neutral Milk Hotel;The King Of Carrot Flowers Pt. One;In The Aeroplane Over The Sea;2005
1008;Sep 29. 2022;The Shins;Turn A Square;Chutes Too Narrow;2003
1009;Sep 29. 2022;Mitski;Working for the Knife;Working for the Knife;2021
1010;Sep 29. 2022;Pavement;Serpentine Pad;Serpentine Pad;1995
1011;Sep 29. 2022;Wand;Reaper Invert;Golem;2015
1012;Sep 29. 2022;Hop Along;Sister Cities;Painted Shut;2015
1013;Sep 29. 2022;Delta Spirit;Language Of The Dead;Into The Wide;2014
1014;Sep 29. 2022;Grizzly Bear;Sleeping Ute;Sleeping Ute;2012
1015;Sep 29. 2022;Radiohead;Idioteque;The Best Of;2008
1016;Sep 29. 2022;Violent Femmes;Look Like That;Why Do Birds Sing?;2011
1017;Sep 29. 2022;Wet Leg;Wet Dream;Wet Dream;2021
1018;Sep 29. 2022;Dinosaur Jr.;What Else Is New [2019 Remaster];Where You Been [Expanded & Remastered Edition];2019
1019;Sep 29. 2022;Foals;Mountain At My Gates;Mountain At My Gates;2015
1020;Sep 29. 2022;Animal Collective;My Girls;Merriweather Post Pavilion;2009
1021;Sep 29. 2022;Guided by Voices;Smothered In Hugs;Bee Thousand;2005
1022;Sep 29. 2022;Weezer;My Name Is Jonas;Blue/Green/Red;2014
1023;Sep 29. 2022;Hinds;San Diego;San Diego;2015
1024;Sep 29. 2022;Black Rebel Motorcycle Club;Not What You Wanted;Baby 81;2007
1025;Sep 25. 2022;The Strokes;Is This It;Is This It;2020
1026;Sep 25. 2022;Built To Spill;Made-Up Dreams;Made-Up Dreams;1997
1027;Sep 25. 2022;Cage The Elephant;Ready To Let Go;Ready To Let Go;2019
1028;Sep 25. 2022;The Gories;I Think I've Had It;I Know You Be Houserockin';1994
1029;Sep 25. 2022;Modest Mouse;Dashboard;Pure... America;2011
1030;Sep 25. 2022;The Greenhornes;Can't Stand It;The Coolest Songs In The World. Vol 1;2500
1031;Sep 25. 2022;The Grifters;Day Shift;Day Shift;2008
1032;Sep 25. 2022;Violent Femmes;Mirror Mirror (I See A Damsel);New Times;2021
1033;Sep 25. 2022;Fugazi;The Word;First Demo;2014
1034;Sep 25. 2022;Yo La Tengo;Double Dare;Double Dare;1993
1035;Sep 25. 2022;Vampire Weekend;Worship You;Worship You;2013
1036;Sep 25. 2022;The New Pornographers;The Electric Version;The Electric Version;2003
1037;Sep 25. 2022;Neutral Milk Hotel;You've Passed;On Avery Island;1996
1038;Sep 25. 2022;JEFF the Brotherhood;Country Life;Country Life;2021
1039;Sep 25. 2022;King Tuff;Psycho Star;Psycho Star;2018
1040;Sep 25. 2022;Ron Gallo;Put the Kids to Bed;Heavy Meta;2017
1041;Sep 25. 2022;Guided By Voices;Alright;Alright;1995
1042;Sep 25. 2022;Generationals;When They Fight. They Fight;"Eyjafjallajökull (... sinon dites ""Le volcan"") [Bande originale du film]";2013
1043;Sep 25. 2022;The Shins;Gone For Good;Chutes Too Narrow;2003
1044;Sep 25. 2022;The Apples in stereo;Same Old Drag;Yep Roc 15: I Am What I Am;2012
1045;Sep 25. 2022;Stephen Malkmus;Gardenia;Real Emotional Trash;2012
1046;Sep 25. 2022;The Black Keys;Have Love Will Travel;Thickfreakness;2003
1047;Sep 25. 2022;The King Khan & BBQ Show;Hold Me Tight;The King Khan & BBQ Show;2007
1048;Sep 25. 2022;The Black Lips;Fad;Black Lips;2003
1049;Sep 25. 2022;Silver Jews;I'm Getting Back Into Getting Back Into You;Tanglewood Numbers;2005
1050;Sep 25. 2022;Arcade Fire;The Well and the Lighthouse;Neon Bible;2017
1051;Sep 25. 2022;The Breeders;New Year;New Year;1993
1052;Sep 25. 2022;Parquet Courts;Bodies Made Of;Bodies Made Of;2014
1053;Sep 25. 2022;Patrick Sweany;Them Shoes;Every Hour Is A Dollar Gone;2014
1054;Sep 25. 2022;My Morning Jacket;Holdin on to Black Metal;Circuital;2011
1055;Sep 25. 2022;Limes;Into a Tree;Tarantula! / Blue Blood;2011
1056;Sep 25. 2022;Shannon and The Clams;King of the Sea;Sleep Talk;2011
1057;Sep 25. 2022;Astralasia;Realise Your Purpose;Astralogy;2014
1058;Sep 22. 2022;Nirvana;All Apologies;In Utero - 20th Anniversary Super Deluxe;2013
1059;Sep 22. 2022;Momma;Speeding 72;Speeding 72;2022
1060;Sep 22. 2022;Jack White;Lazaretto;Lazaretto;2014
1061;Sep 22. 2022;Beach House;Hurts to Love;Hurts to Love;2022
1062;Sep 22. 2022;Rilo Kiley;Silver Lining;Under The Blacklight (Standard Version);2007
1063;Sep 22. 2022;Deerhunter;Desire Lines;Halcyon Digest;2010
1064;Sep 22. 2022;Temples;Keep in the Dark;Sun Structures;2014
1065;Sep 22. 2022;Parquet Courts;Black and White;Black and White;2014
1066;Sep 22. 2022;The Runaways;Cherry Bomb;The Runaways - The Mercury Albums Anthology;2010
1067;Sep 22. 2022;Sonic Youth;Teen Age Riot (Album Version);Daydream Nation (Remastered Original Album);1988
1068;Sep 22. 2022;Silver Jews;How to Rent a Room;The Natural Bridge;1996
1069;Sep 22. 2022;Vampire Weekend;A-Punk (Album);Vampire Weekend;2008
1070;Sep 22. 2022;Ty Segall;Alta;Freedom's Goblin;2018
1071;Sep 22. 2022;Two Door Cinema Club;Something Good Can Work;Tourist History;2014
1072;Sep 22. 2022;Folk Implosion;Pole Position;Pole Position;2005
1073;Sep 22. 2022;Tijuana Panthers;Little Pamplemousse;Carpet Denim;2019
1074;Sep 22. 2022;Tame Impala;Let It Happen;Let It Happen;2015
1075;Sep 22. 2022;Talking Heads;Once In A Lifetime (Remastered LP Version );The Best Of Talking Heads;2004
1076;Sep 22. 2022;Guided By Voices;A Salty Salute;A Salty Salute;2003
1077;Sep 22. 2022;Tacocat;Men Explain Things to Me;Lost Time;2016
1078;Sep 22. 2022;Gap Dream;Fantastic Sam;Shine Your Light;2013
1079;Sep 22. 2022;Hole;Malibu;Celebrity Skin;1998
1080;Sep 22. 2022;My Morning Jacket;Circuital;Circuital;2011
1081;Sep 22. 2022;Neutral Milk Hotel;The King Of Carrot Flowers Pt. One;In The Aeroplane Over The Sea;2005
1082;Sep 22. 2022;Ron Gallo;Young Lady. You're Scaring Me;Young Lady. You're Scaring Me;2016
1083;Sep 22. 2022;Portugal. The Man;Purple Yellow Red and Blue;Purple Yellow Red and Blue;2013
1084;Sep 22. 2022;Pavement;Gold Soundz (Remastered);Quarantine The Past: The Best Of Pavement;2010
1085;Sep 22. 2022;Limes;Into a Tree;Tarantula! / Blue Blood;2011
1086;Sep 22. 2022;The Breeders;Cannonball;Last Splash;1993
1087;Sep 18. 2022;Nirvana;All Apologies;In Utero - 20th Anniversary Super Deluxe;2013
1088;Sep 18. 2022;Momma;Speeding 72;Speeding 72;2022
1089;Sep 18. 2022;Jack White;Lazaretto;Lazaretto;2014
1090;Sep 18. 2022;Beach House;Hurts to Love;Hurts to Love;2022
1091;Sep 18. 2022;Rilo Kiley;Silver Lining;Under The Blacklight (Standard Version);2007
1092;Sep 18. 2022;Deerhunter;Desire Lines;Desire Lines;2010
1093;Sep 18. 2022;Temples;Keep in the Dark;Sun Structures;2014
1094;Sep 18. 2022;Parquet Courts;Black and White;Black and White;2014
1095;Sep 18. 2022;The Runaways;Cherry Bomb;The Runaways - The Mercury Albums Anthology;2010
1096;Sep 18. 2022;Sonic Youth;Teen Age Riot (Album Version);Daydream Nation (Remastered Original Album);1988
1097;Sep 18. 2022;Silver Jews;How to Rent a Room;The Natural Bridge;1996
1098;Sep 18. 2022;Vampire Weekend;A-Punk (Album);Vampire Weekend;2008
1099;Sep 18. 2022;Ty Segall;Alta;Freedom's Goblin;2018
1100;Sep 18. 2022;Two Door Cinema Club;Something Good Can Work;Tourist History;2014
1101;Sep 18. 2022;Folk Implosion;Pole Position;Pole Position;2005
1102;Sep 18. 2022;Tijuana Panthers;Little Pamplemousse;Carpet Denim;2019
1103;Sep 18. 2022;TAME IMPALA;Let It Happen;Currents;2015
1104;Sep 18. 2022;Talking Heads;Once In A Lifetime (Remastered LP Version );The Best Of Talking Heads;2004
1105;Sep 18. 2022;Guided By Voices;A Salty Salute;A Salty Salute;2003
1106;Sep 18. 2022;Tacocat;Men Explain Things to Me;Lost Time;2016
1107;Sep 18. 2022;Gap Dream;Fantastic Sam;Shine Your Light;2013
1108;Sep 18. 2022;Hole;Malibu;Celebrity Skin;1998
1109;Sep 18. 2022;My Morning Jacket;Circuital;Circuital;2011
1110;Sep 18. 2022;Neutral Milk Hotel;The King Of Carrot Flowers Pt. One;In The Aeroplane Over The Sea;2005
1111;Sep 18. 2022;Ron Gallo;Young Lady. You're Scaring Me;Young Lady. You're Scaring Me;2016
1112;Sep 18. 2022;Portugal. The Man;Purple Yellow Red and Blue;Purple Yellow Red and Blue;2013
1113;Sep 18. 2022;Pavement;Gold Soundz (Remastered);Quarantine The Past: The Best Of Pavement;2010
1114;Sep 18. 2022;Limes;Into a Tree;Tarantula! / Blue Blood;2011
1115;Sep 18. 2022;The Breeders;Cannonball;Last Splash;1993
1116;Sep 18. 2022;Judas Priest;Steeler;British Steel;1992
1117;Sep 18. 2022;Astralasia;Realise Your Purpose;Astralogy;2014
1118;Sep 15. 2022;Sylvan Esso;Radio;Indie Summer;2019
1119;Sep 15. 2022;Vampire Weekend;The Kids Don't Stand a Chance;The Kids Don't Stand a Chance;2008
1120;Sep 15. 2022;Supersuckers;Coattail Rider;Coattail Rider;2008
1121;Sep 15. 2022;The Grifters;Parting Shot;Parting Shot;2008
1122;Sep 15. 2022;Veruca Salt;Seether;90s Rock Gold;2009
1123;Sep 15. 2022;Violent Femmes;Out The Window;Why Do Birds Sing?;2011
1124;Sep 15. 2022;Ty Segall;Thank God For Sinners;Twins;2012
1125;Sep 15. 2022;Modest Mouse;Satin In A Coffin;Good News For People Who Love Bad News;2007
1126;Sep 15. 2022;Parquet Courts;Steady on My Mind;Steady on My Mind;2016
1127;Sep 15. 2022;The Afghan Whigs;Now You Know;Gentlemen;1993
1128;Sep 15. 2022;Daniel Johnston;Casper The Friendly Ghost;Kids;2015
1129;Sep 15. 2022;Ultimate Sound Effects Library;Car Sound Effects;Sound Effects Library for Internet Videos. Vol. 1;2015
